Function Name,State Variables Modified,Can Transfer Ether
"transfer(address,uint256)",,False
"approve(address,uint256)",,False
"transferFrom(address,address,uint256)",,False
balanceOf(address),,False
"allowance(address,address)",,False
totalSupply(),,False
allocate(uint256),"registry, registry, token, registry, contributors, registry",True
getRegistry(),registry,False
withdraw(),"contributors, token",True
"award(address,uint256,string)","contributors, contributors",True
getStatusLength(address),contributors,False
"getStatus(address,uint)","contributors, contributors, contributors, contributors",False
"awardContributors(,uint256,string)",contributors,True
addContributor(address),"registry, maxContributors, contributors, contributors, registry",False
addContributors(),"registry, maxContributors",False
removeContributor(uint256),"registry, registry, registry, registry, registry, contributors",False
setMaxContributors(uint256),"registry, maxContributors, maxContributors",False
forfeitAllocations(),"registry, lastForfeit, lastForfeit, contributors, registry",False
addAdmin(address),admins,False
removeAdmin(address),admins,False
changeOwner(address),"owner, owner, owner",False
changeToken(address),"registry, contributors, registry, token, lastForfeit, token",True
escape(),"token, owner, token, owner",True
escape(address),owner,True
"constructor(address,uint256)","owner, owner, lastForfeit, token, maxContributors",True
